Timestamp,State,Headset_On,Event_Detected,Signal_Quality,Delta,Theta,Alpha,Beta,Gamma,Raw_0,Raw_1,Raw_2,Raw_3,Raw_4,Raw_5,Raw_6,Raw_7,Raw_8,Raw_9,Raw_10,Raw_11,Raw_12,Raw_13,Raw_14,Raw_15,Raw_16,Raw_17,Raw_18,Raw_19,Raw_20,Raw_21,Raw_22,Raw_23,Raw_24,Raw_25,Raw_26,Raw_27,Raw_28,Raw_29,Raw_30,Raw_31,Raw_32,Raw_33,Raw_34,Raw_35,Raw_36,Raw_37,Raw_38,Raw_39,Raw_40,Raw_41,Raw_42,Raw_43,Raw_44,Raw_45,Raw_46,Raw_47,Raw_48,Raw_49
18:09:41.858598,STREAMING,1,0,1,84.42559156477695,9.631945978457658,3.5072711209261422,1.4320433731923783,1.0031479626468691,-1145611,-1143435,-1144844,-1147376,-1146768,-1144771,-1142823,-1144527,-1146954,-1146626,-1144791,-1143169,-1144863,-1147281,-1146679,-1144618,-1143115,-1145272,-1147766,-1146634,-1144844,-1143318,-1145066,-1147224,-1146577,-1144752,-1143108,-1145136,-1147410,-1146591,-1144585,-1142644,-1144397,-1146977,-1146530,-1144531,-1142991,-1145059,-1147075,-1146147,-1144029,-1142171,-1144103,-1146090,-1145218,-1142751,-1140590,-1143139,-1145449,-1144166
18:09:42.126922,STREAMING,1,0,1,81.34395461630119,9.892502167594715,5.32512236553896,2.2267358312239316,1.211685019341201,-1141941,-1139536,-1141312,-1144164,-1143451,-1141416,-1139448,-1141181,-1142651,-1141755,-1139909,-1137934,-1139648,-1140636,-1139001,-1137124,-1135411,-1138133,-1140458,-1139123,-1136866,-1135016,-1137193,-1139129,-1138348,-1136362,-1134784,-1137151,-1138998,-1137566,-1135370,-1133839,-1136111,-1138190,-1136735,-1133913,-1131769,-1133525,-1134577,-1132789,-1129907,-1127881,-1129479,-1130508,-1129108,-1126702,-1124949,-1127025,-1128009,-1126644
18:09:42.247192,STREAMING,1,0,1,84.0833451402209,9.89798193676488,3.6307744846533123,1.4374960880883056,0.9504023502726059,-1124284,-1122666,-1124622,-1125754,-1123903,-1121557,-1120034,-1121862,-1122938,-1121349,-1118809,-1117179,-1119226,-1120281,-1118508,-1116037,-1114561,-1116373,-1117916,-1116461,-1113966,-1112581,-1114770,-1115928,-1114669,-1112520,-1111601,-1113934,-1114925,-1113547,-1111473,-1110364,-1112832,-1114064,-1112504,-1110248,-1109310,-1111801,-1113032,-1111872,-1109904,-1109065,-1111593,-1112823,-1111546,-1109191,-1108384,-1111213,-1112213,-1110708
18:09:42.456541,STREAMING,1,0,1,83.28017943898931,7.836291247253159,5.138686569649438,2.4079745368208205,1.336868207287256,-1108663,-1108145,-1110716,-1111757,-1110674,-1108798,-1108242,-1110628,-1111416,-1110021,-1108181,-1108089,-1110878,-1111929,-1110582,-1108370,-1107441,-1110378,-1111574,-1110501,-1108634,-1107991,-1110336,-1111023,-1109939,-1108046,-1107715,-1110241,-1110816,-1109529,-1107510,-1106893,-1109753,-1110148,-1108999,-1107298,-1106633,-1109451,-1110326,-1108948,-1106905,-1106538,-1109404,-1109993,-1108566,-1106288,-1105626,-1108548,-1109576,-1108001
18:09:42.727342,STREAMING,1,0,1,80.5694094286575,11.646905526957928,4.693895910001192,1.967911559331224,1.1218775750521648,-1106132,-1105919,-1108681,-1109339,-1107700,-1105609,-1105560,-1108406,-1108893,-1107493,-1105456,-1105209,-1108118,-1108691,-1107164,-1105137,-1105047,-1107509,-1107903,-1106423,-1104403,-1104670,-1108023,-1108469,-1106532,-1104524,-1104789,-1107744,-1108138,-1106584,-1104290,-1104141,-1106765,-1107410,-1105849,-1103711,-1103697,-1106464,-1106909,-1105476,-1103430,-1103564,-1106429,-1106589,-1105063,-1102721,-1102896,-1105844,-1106003,-1104316
18:09:42.847919,STREAMING,1,0,1,75.20375217895892,13.660645337677963,6.205217860032014,3.151726833181518,1.7786577901495797,-1102323,-1102458,-1104939,-1104956,-1103748,-1101814,-1101897,-1104408,-1104532,-1103199,-1101285,-1101515,-1104281,-1104265,-1102632,-1100612,-1100993,-1103971,-1104095,-1102380,-1100534,-1101234,-1103437,-1103523,-1102375,-1100381,-1100763,-1103454,-1103790,-1102281,-1099955,-1100342,-1103263,-1103508,-1102048,-1099996,-1100398,-1103021,-1103068,-1101718,-1099591,-1100059,-1102583,-1102736,-1101246,-1098912,-1099673,-1102749,-1102622,-1101113
18:09:43.056798,STREAMING,1,0,1,73.48647539640393,15.334267718540262,6.078126860968658,3.2559342628877017,1.8451957611994367,-1098866,-1099267,-1101863,-1102091,-1100736,-1098839,-1099476,-1102058,-1101998,-1100328,-1098243,-1098899,-1101341,-1101331,-1099817,-1098025,-1098797,-1101509,-1101021,-1099243,-1097494,-1098293,-1100951,-1100584,-1098829,-1096728,-1097661,-1100243,-1099858,-1098284,-1096471,-1097449,-1099614,-1099058,-1097233,-1095558,-1096728,-1099073,-1098427,-1096956,-1095089,-1096359,-1098348,-1097982,-1096462,-1094485,-1095632,-1098083,-1097665,-1095763
18:09:43.330977,STREAMING,1,0,1,82.03894821214675,10.058011558411275,5.122400984782353,1.7451116132557551,1.0355276314038617,-1093879,-1094983,-1097428,-1097121,-1095599,-1093506,-1094267,-1096374,-1096331,-1094883,-1093044,-1094294,-1096439,-1095996,-1094191,-1092166,-1093566,-1095961,-1095264,-1093385,-1091421,-1092767,-1095008,-1094219,-1092714,-1090886,-1091941,-1093845,-1092876,-1091261,-1089852,-1091153,-1092804,-1092077,-1090614,-1089044,-1090401,-1092174,-1091463,-1089521,-1087842,-1089635,-1091571,-1090753,-1088948,-1087116,-1088573,-1090602,-1090016,-1088211
18:09:43.447596,STREAMING,1,0,1,71.35532238651444,15.463216207959658,7.375693131689381,3.9050829729454577,1.900685300891067,-1086420,-1087814,-1089978,-1089312,-1087567,-1085643,-1087286,-1089535,-1088698,-1086893,-1085753,-1087438,-1089261,-1088754,-1087269,-1085548,-1087062,-1089166,-1088333,-1086411,-1085003,-1086661,-1088506,-1087968,-1086054,-1084206,-1086159,-1088187,-1087545,-1085560,-1084429,-1086392,-1087896,-1086918,-1085163,-1083848,-1085672,-1087783,-1086577,-1084514,-1083131,-1084788,-1086646,-1086052,-1084221,-1082688,-1084369,-1085760,-1085012,-1083508
18:09:43.656687,STREAMING,1,0,1,77.22265986952999,12.118107225515228,6.217922484004283,2.819802325067027,1.621508095883455,-1082031,-1083699,-1085421,-1084760,-1083114,-1081724,-1083518,-1085098,-1084271,-1082316,-1080764,-1082841,-1084511,-1083755,-1081989,-1080768,-1082614,-1083996,-1083373,-1081816,-1080709,-1082679,-1084088,-1083261,-1081525,-1080124,-1082076,-1083586,-1082615,-1080831,-1079599,-1081426,-1082875,-1081976,-1080029,-1078966,-1081146,-1082283,-1080969,-1079467,-1078569,-1080729,-1081830,-1080874,-1079102,-1078307,-1080432,-1081371,-1080713,-1078960
