Abs_Time,Rel_Time,Raw_24bit,Quality,Headset,Delta,Theta,Alpha,Beta,Gamma,Calm_Score
18:09:42.426701,6.7397,-1106905,1,1,83.28,7.84,5.14,2.41,1.34,50
18:09:42.430034,6.7431,-1106538,1,1,83.28,7.84,5.14,2.41,1.34,50
18:09:42.433368,6.7464,-1109404,1,1,83.28,7.84,5.14,2.41,1.34,50
18:09:42.436701,6.7497,-1109993,1,1,83.28,7.84,5.14,2.41,1.34,50
18:09:42.440034,6.7531,-1108566,1,1,83.28,7.84,5.14,2.41,1.34,50
18:09:42.443368,6.7564,-1106288,1,1,83.28,7.84,5.14,2.41,1.34,50
18:09:42.446701,6.7597,-1105626,1,1,83.28,7.84,5.14,2.41,1.34,50
18:09:42.450034,6.7631,-1108548,1,1,83.28,7.84,5.14,2.41,1.34,50
18:09:42.453368,6.7664,-1109576,1,1,83.28,7.84,5.14,2.41,1.34,50
18:09:42.456701,6.7697,-1108001,1,1,83.28,7.84,5.14,2.41,1.34,50
18:09:42.564380,6.8774,-1106132,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.567713,6.8807,-1105919,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.571046,6.8841,-1108681,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.574380,6.8874,-1109339,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.577713,6.8907,-1107700,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.581046,6.8941,-1105609,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.584380,6.8974,-1105560,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.587713,6.9007,-1108406,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.591046,6.9041,-1108893,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.594380,6.9074,-1107493,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.597713,6.9107,-1105456,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.601046,6.9141,-1105209,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.604380,6.9174,-1108118,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.607713,6.9207,-1108691,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.611046,6.9241,-1107164,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.614380,6.9274,-1105137,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.617713,6.9307,-1105047,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.621046,6.9341,-1107509,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.624380,6.9374,-1107903,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.627713,6.9407,-1106423,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.631046,6.9441,-1104403,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.634380,6.9474,-1104670,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.637713,6.9507,-1108023,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.641046,6.9541,-1108469,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.644380,6.9574,-1106532,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.647713,6.9607,-1104524,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.651046,6.9641,-1104789,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.654380,6.9674,-1107744,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.657713,6.9707,-1108138,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.661046,6.9741,-1106584,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.664380,6.9774,-1104290,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.667713,6.9807,-1104141,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.671046,6.9841,-1106765,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.674380,6.9874,-1107410,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.677713,6.9907,-1105849,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.681046,6.9941,-1103711,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.684380,6.9974,-1103697,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.687713,7.0007,-1106464,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.691046,7.0041,-1106909,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.694380,7.0074,-1105476,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.697713,7.0107,-1103430,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.701046,7.0141,-1103564,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.704380,7.0174,-1106429,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.707713,7.0207,-1106589,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.711046,7.0241,-1105063,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.714380,7.0274,-1102721,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.717713,7.0307,-1102896,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.721046,7.0341,-1105844,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.724380,7.0374,-1106003,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.727713,7.0407,-1104316,1,1,80.57,11.65,4.69,1.97,1.12,57
18:09:42.684982,6.9980,-1102323,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.688315,7.0013,-1102458,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.691648,7.0047,-1104939,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.694982,7.0080,-1104956,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.698315,7.0113,-1103748,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.701648,7.0147,-1101814,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.704982,7.0180,-1101897,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.708315,7.0213,-1104408,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.711648,7.0247,-1104532,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.714982,7.0280,-1103199,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.718315,7.0313,-1101285,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.721648,7.0347,-1101515,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.724982,7.0380,-1104281,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.728315,7.0413,-1104265,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.731648,7.0447,-1102632,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.734982,7.0480,-1100612,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.738315,7.0513,-1100993,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.741648,7.0547,-1103971,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.744982,7.0580,-1104095,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.748315,7.0613,-1102380,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.751648,7.0647,-1100534,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.754982,7.0680,-1101234,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.758315,7.0713,-1103437,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.761648,7.0747,-1103523,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.764982,7.0780,-1102375,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.768315,7.0813,-1100381,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.771648,7.0847,-1100763,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.774982,7.0880,-1103454,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.778315,7.0913,-1103790,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.781648,7.0947,-1102281,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.784982,7.0980,-1099955,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.788315,7.1013,-1100342,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.791648,7.1047,-1103263,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.794982,7.1080,-1103508,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.798315,7.1113,-1102048,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.801648,7.1147,-1099996,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.804982,7.1180,-1100398,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.808315,7.1213,-1103021,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.811648,7.1247,-1103068,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.814982,7.1280,-1101718,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.818315,7.1313,-1099591,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.821648,7.1347,-1100059,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.824982,7.1380,-1102583,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.828315,7.1413,-1102736,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.831648,7.1447,-1101246,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.834982,7.1480,-1098912,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.838315,7.1513,-1099673,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.841648,7.1547,-1102749,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.844982,7.1580,-1102622,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.848315,7.1613,-1101113,1,1,75.20,13.66,6.21,3.15,1.78,54
18:09:42.893948,7.2070,-1098866,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.897281,7.2103,-1099267,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.900614,7.2136,-1101863,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.903948,7.2170,-1102091,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.907281,7.2203,-1100736,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.910614,7.2236,-1098839,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.913948,7.2270,-1099476,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.917281,7.2303,-1102058,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.920614,7.2336,-1101998,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.923948,7.2370,-1100328,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.927281,7.2403,-1098243,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.930614,7.2436,-1098899,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.933948,7.2470,-1101341,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.937281,7.2503,-1101331,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.940614,7.2536,-1099817,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.943948,7.2570,-1098025,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.947281,7.2603,-1098797,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.950614,7.2636,-1101509,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.953948,7.2670,-1101021,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.957281,7.2703,-1099243,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.960614,7.2736,-1097494,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.963948,7.2770,-1098293,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.967281,7.2803,-1100951,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.970614,7.2836,-1100584,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.973948,7.2870,-1098829,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.977281,7.2903,-1096728,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.980614,7.2936,-1097661,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.983948,7.2970,-1100243,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.987281,7.3003,-1099858,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.990614,7.3036,-1098284,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.993948,7.3070,-1096471,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:42.997281,7.3103,-1097449,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:43.000614,7.3136,-1099614,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:43.003948,7.3170,-1099058,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:43.007281,7.3203,-1097233,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:43.010614,7.3236,-1095558,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:43.013948,7.3270,-1096728,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:43.017281,7.3303,-1099073,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:43.020614,7.3336,-1098427,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:43.023948,7.3370,-1096956,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:43.027281,7.3403,-1095089,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:43.030614,7.3436,-1096359,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:43.033948,7.3470,-1098348,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:43.037281,7.3503,-1097982,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:43.040614,7.3536,-1096462,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:43.043948,7.3570,-1094485,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:43.047281,7.3603,-1095632,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:43.050614,7.3636,-1098083,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:43.053948,7.3670,-1097665,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:43.057281,7.3703,-1095763,1,1,73.49,15.33,6.08,3.26,1.85,56
18:09:43.168020,7.4810,-1093879,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.171353,7.4844,-1094983,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.174686,7.4877,-1097428,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.178020,7.4910,-1097121,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.181353,7.4944,-1095599,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.184686,7.4977,-1093506,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.188020,7.5010,-1094267,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.191353,7.5044,-1096374,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.194686,7.5077,-1096331,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.198020,7.5110,-1094883,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.201353,7.5144,-1093044,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.204686,7.5177,-1094294,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.208020,7.5210,-1096439,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.211353,7.5244,-1095996,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.214686,7.5277,-1094191,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.218020,7.5310,-1092166,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.221353,7.5344,-1093566,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.224686,7.5377,-1095961,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.228020,7.5410,-1095264,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.231353,7.5444,-1093385,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.234686,7.5477,-1091421,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.238020,7.5510,-1092767,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.241353,7.5544,-1095008,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.244686,7.5577,-1094219,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.248020,7.5610,-1092714,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.251353,7.5644,-1090886,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.254686,7.5677,-1091941,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.258020,7.5710,-1093845,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.261353,7.5744,-1092876,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.264686,7.5777,-1091261,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.268020,7.5810,-1089852,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.271353,7.5844,-1091153,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.274686,7.5877,-1092804,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.278020,7.5910,-1092077,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.281353,7.5944,-1090614,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.284686,7.5977,-1089044,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.288020,7.6010,-1090401,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.291353,7.6044,-1092174,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.294686,7.6077,-1091463,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.298020,7.6110,-1089521,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.301353,7.6144,-1087842,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.304686,7.6177,-1089635,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.308020,7.6210,-1091571,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.311353,7.6244,-1090753,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.314686,7.6277,-1088948,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.318020,7.6310,-1087116,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.321353,7.6344,-1088573,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.324686,7.6377,-1090602,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.328020,7.6410,-1090016,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.331353,7.6444,-1088211,1,1,82.04,10.06,5.12,1.75,1.04,54
18:09:43.284654,7.5977,-1086420,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.287987,7.6010,-1087814,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.291320,7.6043,-1089978,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.294654,7.6077,-1089312,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.297987,7.6110,-1087567,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.301320,7.6143,-1085643,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.304654,7.6177,-1087286,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.307987,7.6210,-1089535,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.311320,7.6243,-1088698,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.314654,7.6277,-1086893,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.317987,7.6310,-1085753,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.321320,7.6343,-1087438,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.324654,7.6377,-1089261,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.327987,7.6410,-1088754,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.331320,7.6443,-1087269,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.334654,7.6477,-1085548,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.337987,7.6510,-1087062,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.341320,7.6543,-1089166,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.344654,7.6577,-1088333,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.347987,7.6610,-1086411,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.351320,7.6643,-1085003,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.354654,7.6677,-1086661,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.357987,7.6710,-1088506,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.361320,7.6743,-1087968,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.364654,7.6777,-1086054,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.367987,7.6810,-1084206,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.371320,7.6843,-1086159,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.374654,7.6877,-1088187,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.377987,7.6910,-1087545,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.381320,7.6943,-1085560,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.384654,7.6977,-1084429,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.387987,7.7010,-1086392,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.391320,7.7043,-1087896,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.394654,7.7077,-1086918,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.397987,7.7110,-1085163,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.401320,7.7143,-1083848,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.404654,7.7177,-1085672,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.407987,7.7210,-1087783,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.411320,7.7243,-1086577,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.414654,7.7277,-1084514,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.417987,7.7310,-1083131,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.421320,7.7343,-1084788,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.424654,7.7377,-1086646,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.427987,7.7410,-1086052,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.431320,7.7443,-1084221,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.434654,7.7477,-1082688,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.437987,7.7510,-1084369,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.441320,7.7543,-1085760,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.444654,7.7577,-1085012,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.447987,7.7610,-1083508,1,1,71.36,15.46,7.38,3.91,1.90,54
18:09:43.493746,7.8068,-1082031,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.497079,7.8101,-1083699,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.500412,7.8134,-1085421,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.503746,7.8168,-1084760,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.507079,7.8201,-1083114,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.510412,7.8234,-1081724,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.513746,7.8268,-1083518,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.517079,7.8301,-1085098,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.520412,7.8334,-1084271,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.523746,7.8368,-1082316,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.527079,7.8401,-1080764,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.530412,7.8434,-1082841,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.533746,7.8468,-1084511,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.537079,7.8501,-1083755,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.540412,7.8534,-1081989,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.543746,7.8568,-1080768,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.547079,7.8601,-1082614,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.550412,7.8634,-1083996,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.553746,7.8668,-1083373,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.557079,7.8701,-1081816,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.560412,7.8734,-1080709,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.563746,7.8768,-1082679,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.567079,7.8801,-1084088,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.570412,7.8834,-1083261,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.573746,7.8868,-1081525,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.577079,7.8901,-1080124,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.580412,7.8934,-1082076,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.583746,7.8968,-1083586,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.587079,7.9001,-1082615,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.590412,7.9034,-1080831,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.593746,7.9068,-1079599,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.597079,7.9101,-1081426,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.600412,7.9134,-1082875,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.603746,7.9168,-1081976,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.607079,7.9201,-1080029,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.610412,7.9234,-1078966,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.613746,7.9268,-1081146,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.617079,7.9301,-1082283,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.620412,7.9334,-1080969,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.623746,7.9368,-1079467,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.627079,7.9401,-1078569,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.630412,7.9434,-1080729,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.633746,7.9468,-1081830,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.637079,7.9501,-1080874,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.640412,7.9534,-1079102,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.643746,7.9568,-1078307,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.647079,7.9601,-1080432,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.650412,7.9634,-1081371,1,1,77.22,12.12,6.22,2.82,1.62,53
18:09:43.653746,7.9668,-1080713,1,1,77.22,12.12,6.22,2.82,1.62,53
