Timestamp,HR_BPM,RMSSD_MS,Raw_RR_MS,State,Trend,Status,Raw_Packet_Hex,Z_HR,Z_HRV,Quadrant
Timestamp,HR_BPM,RMSSD_MS,Raw_RR_MS,State,Trend,Status,Raw_Packet_Hex,Z_HR,Z_HRV,Quadrant
11:56:33.967,82,18,704,BALANCED:Low,Overwhelm,Active,8400B8AA89AD2252,0.569,-0.129,1
11:56:34.103,82,18,704,BALANCED:Low,Overwhelm,Active,8400B8AA89AD2252,0.614,-0.137,1
11:56:34.164,82,18,704,BALANCED:Low,Overwhelm,Active,8400B8AA89AD2252,0.654,-0.144,1
11:56:34.236,82,18,704,BALANCED:Low,Overwhelm,Active,8400B8AA89AD2252,0.689,-0.151,1
11:56:34.343,82,18,704,BALANCED:Low,Overwhelm,Active,8400B8AA89AD2252,0.719,-0.157,1
11:56:34.437,82,18,704,BALANCED:Low,Overwhelm,Active,8400B8AA89AD2252,0.745,-0.163,1
11:56:34.523,82,18,704,BALANCED:Low,Overwhelm,Active,8400B8AA89AD2252,0.767,-0.168,1
11:56:34.608,82,18,704,BALANCED:Low,Overwhelm,Active,8400B8AA89AD2252,0.786,-0.172,1
11:56:34.690,84,17,704,BALANCED:Low,Overwhelm,Active,040089AD5AB02354,0.869,-0.186,1
11:56:34.770,84,17,704,BALANCED:Low,Overwhelm,Active,040089AD5AB02354,0.941,-0.198,1
11:56:34.839,84,17,704,Stress:Medium,Overwhelm,Active,040089AD5AB02354,1.005,-0.210,1
11:56:34.912,84,17,704,Stress:Medium,Overwhelm,Active,040089AD5AB02354,1.060,-0.220,1
11:56:34.988,84,17,704,Stress:Medium,Overwhelm,Active,040089AD5AB02354,1.109,-0.229,1
11:56:35.062,84,17,704,Stress:Medium,Overwhelm,Active,040089AD5AB02354,1.151,-0.238,1
11:56:35.134,84,17,704,Stress:Medium,Overwhelm,Active,040089AD5AB02354,1.187,-0.245,1
11:56:35.204,84,17,704,Stress:Medium,Overwhelm,Active,040089AD5AB02354,1.219,-0.252,1
11:56:35.279,84,17,704,Stress:Medium,Sustained,Active,040089AD5AB02354,1.246,-0.258,1
11:56:35.360,84,17,704,Stress:Medium,Sustained,Active,040089AD5AB02354,1.268,-0.264,1
11:56:35.442,84,17,722,Stress:Medium,Sustained,Active,04005AB03EB32454,1.288,-0.268,1
11:56:35.499,84,17,722,Stress:Medium,Sustained,Active,04005AB03EB32454,1.304,-0.272,1
11:56:35.550,84,17,722,Stress:Medium,Sustained,Active,04005AB03EB32454,1.316,-0.275,1
11:56:35.627,84,17,722,Stress:Medium,Sustained,Active,04005AB03EB32454,1.327,-0.278,1
11:56:35.712,84,17,722,Stress:Medium,Sustained,Active,84005AB03EB32454,1.335,-0.281,1
11:56:35.791,84,17,722,Stress:Medium,Sustained,Active,84005AB03EB32454,1.341,-0.283,1
11:56:35.879,84,17,722,Stress:Medium,Sustained,Active,84005AB03EB32454,1.345,-0.285,1
11:56:35.957,84,17,722,Stress:Medium,Sustained,Active,84005AB03EB32454,1.348,-0.287,1
11:56:36.036,84,17,722,Stress:Medium,Sustained,Active,84005AB03EB32454,1.349,-0.288,1
11:56:36.118,84,17,722,Stress:Medium,Sustained,Active,84005AB03EB32454,1.349,-0.289,1
11:56:36.198,84,31,815,Stress:Medium,Sustained,Active,84003EB381B62554,1.348,-0.132,1
11:56:36.268,84,31,815,Flow:Medium,Reappraisal,Active,84003EB381B62554,1.345,0.010,2
11:56:36.362,84,31,815,Flow:Medium,Reappraisal,Active,84003EB381B62554,1.342,0.139,2
11:56:36.441,84,31,815,Flow:Medium,Reappraisal,Active,84003EB381B62554,1.338,0.256,2
11:56:36.521,84,31,815,Flow:Medium,Reappraisal,Active,84003EB381B62554,1.334,0.361,2
11:56:36.595,84,31,815,Flow:Medium,Reappraisal,Active,84003EB381B62554,1.328,0.457,2
11:56:36.666,84,31,815,Flow:Medium,Reappraisal,Active,04003EB381B62554,1.323,0.543,2
11:56:36.740,84,31,815,Flow:Medium,Reappraisal,Active,04003EB381B62554,1.317,0.620,2
11:56:36.816,84,31,815,Flow:Medium,Reappraisal,Active,04003EB381B62554,1.310,0.690,2
11:56:36.905,84,31,815,Flow:Medium,Reappraisal,Active,04003EB381B62554,1.303,0.752,2
11:56:36.997,84,31,815,Flow:Medium,Reappraisal,Active,04003EB381B62554,1.296,0.809,2
11:56:37.084,84,31,815,Flow:Medium,Reappraisal,Active,04003EB381B62554,1.289,0.859,2
11:56:37.170,83,31,840,Flow:Medium,Reappraisal,Active,040081B6DEB92653,1.248,0.899,2
11:56:37.247,83,31,840,Flow:Medium,Reappraisal,Active,040081B6DEB92653,1.211,0.935,2
11:56:37.325,83,31,840,Flow:Medium,Reappraisal,Active,040081B6DEB92653,1.177,0.967,2
11:56:37.408,83,31,840,Flow:Medium,Reappraisal,Active,040081B6DEB92653,1.145,0.995,2
11:56:37.488,83,31,840,Flow:Medium,Reappraisal,Active,040081B6DEB92653,1.116,1.020,2
11:56:37.557,83,31,840,Flow:Medium,Reappraisal,Active,040081B6DEB92653,1.089,1.042,2
11:56:37.626,83,31,840,Flow:Medium,Reappraisal,Active,840081B6DEB92653,1.065,1.061,2
11:56:37.696,83,31,840,Flow:Medium,Reappraisal,Active,840081B6DEB92653,1.042,1.078,2
11:56:37.785,83,31,840,Flow:Medium,Reappraisal,Active,840081B6DEB92653,1.021,1.092,2
11:56:37.862,83,31,840,Flow:Medium,Reappraisal,Active,840081B6DEB92653,1.001,1.104,2
11:56:37.938,82,30,836,Flow:Medium,Reappraisal,Active,8400DEB937BD2752,0.950,1.103,2
11:56:38.017,82,30,836,Flow:Medium,Reappraisal,Active,8400DEB937BD2752,0.903,1.102,2
11:56:38.092,82,30,836,Flow:Medium,Reappraisal,Active,8400DEB937BD2752,0.861,1.100,2
11:56:38.167,82,30,836,Flow:Medium,Reappraisal,Active,8400DEB937BD2752,0.823,1.097,2
11:56:38.246,82,30,836,Flow:Medium,Reappraisal,Active,8400DEB937BD2752,0.788,1.094,2
11:56:38.314,82,30,836,Flow:Medium,Reappraisal,Active,8400DEB937BD2752,0.756,1.091,2
11:56:38.373,82,30,836,Flow:Medium,Reappraisal,Active,8400DEB937BD2752,0.728,1.087,2
11:56:38.454,82,30,836,Flow:Medium,Reappraisal,Active,8400DEB937BD2752,0.701,1.084,2
11:56:38.524,82,30,836,Flow:Medium,Reappraisal,Active,8400DEB937BD2752,0.677,1.079,2
11:56:38.602,82,30,836,Flow:Medium,Reappraisal,Active,8400DEB937BD2752,0.655,1.075,2
11:56:38.676,82,30,836,Flow:Medium,Reappraisal,Active,0400DEB937BD2752,0.635,1.070,2
11:56:38.772,82,30,836,Flow:Medium,Reappraisal,Active,0400DEB937BD2752,0.617,1.065,2
11:56:38.851,81,35,917,Flow:Medium,Reappraisal,Active,040037BDE3C02851,0.567,1.118,2
11:56:38.928,81,35,917,Flow:Medium,Reappraisal,Active,040037BDE3C02851,0.522,1.164,2
11:56:39.017,81,35,917,Flow:Medium,Reappraisal,Active,040037BDE3C02851,0.482,1.205,2
11:56:39.091,81,35,917,Flow:Medium,Reappraisal,Active,040037BDE3C02851,0.445,1.241,2
11:56:39.165,81,35,917,Flow:Medium,Reappraisal,Active,040037BDE3C02851,0.412,1.272,2
11:56:39.250,81,35,917,Flow:Medium,Reappraisal,Active,040037BDE3C02851,0.382,1.300,2
11:56:39.346,81,35,917,Flow:Medium,Sustained,Active,040037BDE3C02851,0.356,1.324,2
11:56:39.419,81,35,917,Flow:Medium,Sustained,Active,040037BDE3C02851,0.331,1.344,2
11:56:39.492,81,35,917,Flow:Medium,Sustained,Active,040037BDE3C02851,0.309,1.362,2
11:56:39.563,81,35,917,Flow:Medium,Sustained,Active,040037BDE3C02851,0.290,1.377,2
11:56:39.637,81,35,917,Flow:Medium,Sustained,Active,840037BDE3C02851,0.272,1.389,2
11:56:39.711,81,35,917,Flow:Medium,Sustained,Active,840037BDE3C02851,0.256,1.399,2
11:56:39.795,81,35,917,Flow:Medium,Sustained,Active,840037BDE3C02851,0.241,1.407,2
11:56:39.889,79,34,910,Flow:Medium,Sustained,Active,8400E3C087C4294F,0.162,1.403,2
11:56:39.968,79,34,910,Flow:Medium,Sustained,Active,8400E3C087C4294F,0.090,1.399,2
11:56:40.060,79,34,910,Flow:Medium,Sustained,Active,8400E3C087C4294F,0.027,1.394,2
11:56:40.151,79,34,910,Recovery:Medium,Deactivation,Active,8400E3C087C4294F,-0.030,1.388,3
11:56:40.232,79,34,910,Recovery:Medium,Deactivation,Active,8400E3C087C4294F,-0.081,1.382,3
11:56:40.313,79,34,910,Recovery:Medium,Deactivation,Active,8400E3C087C4294F,-0.127,1.376,3
11:56:40.383,79,34,910,Recovery:Medium,Deactivation,Active,8400E3C087C4294F,-0.168,1.369,3
11:56:40.466,79,34,910,Recovery:Medium,Deactivation,Active,8400E3C087C4294F,-0.204,1.362,3
11:56:40.559,79,34,910,Recovery:Medium,Deactivation,Active,8400E3C087C4294F,-0.236,1.355,3
11:56:40.649,78,34,886,Recovery:Medium,Deactivation,Active,040087C413C82A4E,-0.298,1.343,3
11:56:40.724,78,34,886,Recovery:Medium,Deactivation,Active,040087C413C82A4E,-0.354,1.331,3
11:56:40.796,78,34,886,Recovery:Medium,Deactivation,Active,040087C413C82A4E,-0.403,1.319,3
11:56:40.866,78,34,886,Recovery:Medium,Deactivation,Active,040087C413C82A4E,-0.447,1.308,3
11:56:40.938,78,34,886,Recovery:Medium,Deactivation,Active,040087C413C82A4E,-0.486,1.297,3
11:56:41.059,78,34,886,Recovery:Medium,Deactivation,Active,040087C413C82A4E,-0.521,1.286,3
11:56:41.144,78,34,886,Recovery:Medium,Deactivation,Active,040087C413C82A4E,-0.551,1.276,3
11:56:41.224,78,34,886,Recovery:Medium,Deactivation,Active,040087C413C82A4E,-0.578,1.265,3
11:56:41.326,78,34,886,Recovery:Medium,Deactivation,Active,040087C413C82A4E,-0.602,1.255,3
11:56:41.485,78,34,886,Recovery:Medium,Deactivation,Active,040087C413C82A4E,-0.624,1.245,3
11:56:41.609,77,33,875,Recovery:Medium,Deactivation,Active,840013C894CB2B4D,-0.675,1.228,3
11:56:41.818,77,33,875,Recovery:Medium,Deactivation,Active,840013C894CB2B4D,-0.721,1.212,3
11:56:41.973,77,33,875,Recovery:Medium,Deactivation,Active,840013C894CB2B4D,-0.762,1.196,3
11:56:42.103,77,33,875,Recovery:Medium,Deactivation,Active,840013C894CB2B4D,-0.798,1.181,3
11:56:42.223,77,33,875,Recovery:Medium,Deactivation,Active,840013C894CB2B4D,-0.830,1.167,3
11:56:42.340,77,33,875,Recovery:Medium,Deactivation,Active,840013C894CB2B4D,-0.858,1.154,3
11:56:42.426,77,33,875,Recovery:Medium,Deactivation,Active,840013C894CB2B4D,-0.883,1.141,3
11:56:42.520,77,33,875,Recovery:Medium,Deactivation,Active,840013C894CB2B4D,-0.905,1.129,3
11:56:42.590,73,32,862,Recovery:Medium,Deactivation,Active,040094CB07CF2C49,-1.056,1.110,3
11:56:42.673,73,32,862,Recovery:Medium,Deactivation,Active,040094CB07CF2C49,-1.191,1.093,3
11:56:42.764,73,32,862,Recovery:Medium,Deactivation,Active,040094CB07CF2C49,-1.312,1.077,3
11:56:42.841,73,32,862,Recovery:Medium,Deactivation,Active,040094CB07CF2C49,-1.419,1.061,3
11:56:42.931,73,32,862,Recovery:Medium,Deactivation,Active,040094CB07CF2C49,-1.514,1.047,3
11:56:43.027,73,32,862,Recovery:Medium,Deactivation,Active,040094CB07CF2C49,-1.598,1.034,3
11:56:43.132,73,32,862,Recovery:Medium,Deactivation,Active,040094CB07CF2C49,-1.673,1.021,3
11:56:43.220,73,32,862,Recovery:Medium,Sustained,Active,040094CB07CF2C49,-1.739,1.009,3
11:56:43.314,71,31,858,Recovery:Medium,Sustained,Active,040007CF76D22D47,-1.864,0.990,3
11:56:43.402,71,31,858,Recovery:Medium,Sustained,Active,040007CF76D22D47,-1.975,0.972,3
11:56:43.482,71,31,858,Recovery:High,Sustained,Active,040007CF76D22D47,-2.073,0.956,3
11:56:43.581,71,31,858,Recovery:High,Sustained,Active,840007CF76D22D47,-2.160,0.940,3
11:56:43.677,71,31,858,Recovery:High,Sustained,Active,840007CF76D22D47,-2.237,0.926,3
11:56:43.764,71,31,858,Recovery:High,Sustained,Active,840007CF76D22D47,-2.300,0.913,3
11:56:43.859,71,31,858,Recovery:High,Sustained,Active,840007CF76D22D47,-2.351,0.900,3
11:56:43.937,71,31,858,Recovery:High,Sustained,Active,840007CF76D22D47,-2.390,0.888,3
11:56:44.008,71,31,858,Recovery:High,Sustained,Active,840007CF76D22D47,-2.421,0.877,3
11:56:44.080,71,32,812,Recovery:High,Sustained,Active,840076D2B6D52E47,-2.443,0.874,3
11:56:44.163,71,32,812,Recovery:High,Sustained,Active,840076D2B6D52E47,-2.458,0.871,3
11:56:44.252,71,32,812,Recovery:High,Sustained,Active,840076D2B6D52E47,-2.466,0.869,3
11:56:44.333,71,32,812,Recovery:High,Sustained,Active,840076D2B6D52E47,-2.470,0.866,3
11:56:44.402,71,32,812,Recovery:High,Sustained,Active,840076D2B6D52E47,-2.469,0.863,3
11:56:44.472,71,32,812,Recovery:High,Sustained,Active,840076D2B6D52E47,-2.464,0.860,3
11:56:44.543,71,32,812,Recovery:High,Sustained,Active,040076D2B6D52E47,-2.456,0.857,3
11:56:44.613,71,32,812,Recovery:High,Sustained,Active,040076D2B6D52E47,-2.445,0.854,3
11:56:44.684,71,32,812,Recovery:High,Sustained,Active,040076D2B6D52E47,-2.432,0.851,3
11:56:44.763,71,32,812,Recovery:High,Sustained,Active,040076D2B6D52E47,-2.416,0.848,3
11:56:44.833,71,32,812,Recovery:High,Sustained,Active,040076D2B6D52E47,-2.399,0.845,3
11:56:44.909,71,32,812,Recovery:High,Sustained,Active,040076D2B6D52E47,-2.381,0.842,3
11:56:44.981,71,32,812,Recovery:High,Sustained,Active,040076D2B6D52E47,-2.362,0.839,3
11:56:45.052,71,32,839,Recovery:High,Sustained,Active,0400B6D512D92F47,-2.341,0.833,3
11:56:45.123,71,32,839,Recovery:High,Sustained,Active,0400B6D512D92F47,-2.320,0.828,3
11:56:45.194,71,32,839,Recovery:High,Sustained,Active,0400B6D512D92F47,-2.299,0.824,3
11:56:45.264,71,32,839,Recovery:High,Sustained,Active,0400B6D512D92F47,-2.277,0.819,3
11:56:45.342,71,32,839,Recovery:High,Sustained,Active,0400B6D512D92F47,-2.255,0.814,3
11:56:45.419,71,32,839,Recovery:High,Sustained,Active,0400B6D512D92F47,-2.233,0.810,3
11:56:45.490,71,32,839,Recovery:High,Sustained,Active,0400B6D512D92F47,-2.211,0.806,3
11:56:45.563,71,32,839,Recovery:High,Sustained,Active,8400B6D512D92F47,-2.189,0.802,3
11:56:45.645,71,32,839,Recovery:High,Sustained,Active,8400B6D512D92F47,-2.166,0.798,3
11:56:45.729,71,32,839,Recovery:High,Sustained,Active,8400B6D512D92F47,-2.145,0.794,3
11:56:45.801,71,31,854,Recovery:High,Sustained,Active,840012D97DDC3047,-2.123,0.785,3
11:56:45.881,71,31,854,Recovery:High,Sustained,Active,840012D97DDC3047,-2.101,0.776,3
11:56:46.009,71,31,854,Recovery:High,Sustained,Active,840012D97DDC3047,-2.080,0.768,3
11:56:46.085,71,31,854,Recovery:High,Sustained,Active,840012D97DDC3047,-2.059,0.761,3
11:56:46.165,71,31,854,Recovery:High,Sustained,Active,840012D97DDC3047,-2.039,0.754,3
11:56:46.240,71,31,854,Recovery:High,Sustained,Active,840012D97DDC3047,-2.018,0.747,3
11:56:46.310,71,31,854,Recovery:Medium,Sustained,Active,840012D97DDC3047,-1.999,0.741,3
11:56:46.399,71,31,854,Recovery:Medium,Sustained,Active,840012D97DDC3047,-1.979,0.735,3
11:56:46.484,71,31,854,Recovery:Medium,Sustained,Active,840012D97DDC3047,-1.960,0.729,3
11:56:46.561,71,31,839,Recovery:Medium,Sustained,Active,04007DDCD9DF3147,-1.941,0.719,3
11:56:46.632,71,31,839,Recovery:Medium,Sustained,Active,04007DDCD9DF3147,-1.923,0.709,3
11:56:46.717,71,31,839,Recovery:Medium,Sustained,Active,04007DDCD9DF3147,-1.905,0.700,3
11:56:46.793,71,31,839,Recovery:Medium,Sustained,Active,04007DDCD9DF3147,-1.887,0.692,3
11:56:46.861,71,31,839,Recovery:Medium,Sustained,Active,04007DDCD9DF3147,-1.870,0.684,3
11:56:46.940,71,31,839,Recovery:Medium,Sustained,Active,04007DDCD9DF3147,-1.853,0.677,3
11:56:47.027,71,31,839,Recovery:Medium,Sustained,Active,0305220DD9DF3147,-1.836,0.670,3
11:56:47.109,71,31,839,Recovery:Medium,Sustained,Active,0305220DD9DF3147,-1.820,0.663,3
11:56:47.186,71,31,839,Recovery:Medium,Sustained,Active,0305220DD9DF3147,-1.804,0.657,3
11:56:47.268,71,31,839,Recovery:Medium,Sustained,Active,04007DDCD9DF3147,-1.789,0.652,3
11:56:47.356,71,31,839,Recovery:Medium,Sustained,Active,04007DDCD9DF3147,-1.774,0.646,3
11:56:47.447,71,31,839,Recovery:Medium,Sustained,Active,04007DDCD9DF3147,-1.759,0.641,3
11:56:47.524,71,30,833,Recovery:Medium,Sustained,Active,8400D9DF2FE33247,-1.744,0.630,3
11:56:47.597,71,30,833,Recovery:Medium,Sustained,Active,8400D9DF2FE33247,-1.730,0.620,3
11:56:47.671,71,30,833,Recovery:Medium,Sustained,Active,8400D9DF2FE33247,-1.716,0.611,3
11:56:47.741,71,30,833,Recovery:Medium,Sustained,Active,8400D9DF2FE33247,-1.702,0.602,3
