Timestamp,TA,TA SET,Sensitivity,Window_Size,Motion,Pivot,Boost,Notes,Pattern
11:56:35.611250,2.70490,2.780,2.887,0.346,0,2.000,0,,FALL
11:56:35.627989,2.70569,2.780,2.887,0.346,0,2.000,0,,FALL
11:56:35.645169,2.70649,2.780,2.887,0.346,0,2.000,0,,FALL
11:56:35.668554,2.70728,2.780,2.887,0.346,0,2.000,0,,FALL
11:56:35.685341,2.70907,2.780,2.887,0.346,0,2.000,0,,FALL
11:56:35.702173,2.70986,2.780,2.887,0.346,0,2.000,0,,FALL
11:56:35.722624,2.71066,2.780,2.887,0.346,0,2.000,0,,FALL
11:56:35.749416,2.71145,2.780,2.887,0.346,0,2.000,0,,FALL
11:56:35.767103,2.71225,2.780,2.887,0.346,0,2.000,0,,FALL
11:56:35.783840,2.71304,2.780,2.887,0.346,0,2.000,0,,FALL
11:56:35.803202,2.71443,2.780,2.887,0.346,0,2.000,0,,FALL
11:56:35.825023,2.71522,2.780,2.887,0.346,0,2.000,0,,FALL
11:56:35.844388,2.71581,2.780,2.887,0.346,0,2.000,0,,FALL
11:56:35.864591,2.71661,2.780,2.887,0.346,0,2.000,0,,FALL
11:56:35.888836,2.71799,2.780,2.887,0.346,0,2.000,0,,
11:56:35.908446,2.71859,2.780,2.887,0.346,0,2.000,0,,
11:56:35.925410,2.71938,2.780,2.887,0.346,0,2.000,0,,
11:56:35.943288,2.71997,2.780,2.887,0.346,0,2.000,0,,
11:56:35.968696,2.72056,2.780,2.887,0.346,0,2.000,0,,
11:56:35.986007,2.72195,2.780,2.887,0.346,0,2.000,0,,
11:56:36.002984,2.72254,2.780,2.887,0.346,0,2.000,0,,
11:56:36.019924,2.72314,2.780,2.887,0.346,0,2.000,0,,
11:56:36.036782,2.72373,2.780,2.887,0.346,0,2.000,0,,
11:56:36.054633,2.72432,2.780,2.887,0.346,0,2.000,0,,
11:56:36.071955,2.72472,2.780,2.887,0.346,0,2.000,0,,
11:56:36.089045,2.72531,2.780,2.887,0.346,0,2.000,0,,
11:56:36.105791,2.72590,2.780,2.887,0.346,0,2.000,0,,
11:56:36.125025,2.72649,2.780,2.887,0.346,0,2.000,0,,
11:56:36.141770,2.72689,2.780,2.887,0.346,0,2.000,0,,
11:56:36.158631,2.72748,2.780,2.887,0.346,0,2.000,0,,
11:56:36.175466,2.72787,2.780,2.887,0.346,0,2.000,0,,
11:56:36.192176,2.72847,2.780,2.887,0.346,0,2.000,0,,
11:56:36.210470,2.72886,2.780,2.887,0.346,0,2.000,0,,
11:56:36.229032,2.72945,2.780,2.887,0.346,0,2.000,0,,
11:56:36.245979,2.72985,2.780,2.887,0.346,0,2.000,0,,
11:56:36.262699,2.73044,2.780,2.887,0.346,0,2.000,0,,
11:56:36.280946,2.73083,2.780,2.887,0.346,0,2.000,0,,
11:56:36.298430,2.73123,2.780,2.887,0.346,0,2.000,0,,
11:56:36.315447,2.73162,2.780,2.887,0.346,0,2.000,0,,
11:56:36.333747,2.73261,2.780,2.887,0.346,0,2.000,0,,
11:56:36.355622,2.73300,2.780,2.887,0.346,0,2.000,0,,
11:56:36.373870,2.73339,2.780,2.887,0.346,0,2.000,0,,
11:56:36.391432,2.73379,2.780,2.887,0.346,0,2.000,0,,
11:56:36.409112,2.73438,2.780,2.887,0.346,0,2.000,0,,
11:56:36.428321,2.73477,2.780,2.887,0.346,0,2.000,0,,
11:56:36.452900,2.73516,2.780,2.887,0.346,0,2.000,0,,
11:56:36.470720,2.73615,2.780,2.887,0.346,0,2.000,0,,
11:56:36.488602,2.73654,2.780,2.887,0.346,0,2.000,0,,
11:56:36.505672,2.73713,2.780,2.887,0.346,0,2.000,0,,
11:56:36.531106,2.73753,2.780,2.887,0.346,0,2.000,0,,
11:56:36.552441,2.73812,2.780,2.887,0.346,0,2.000,0,,
11:56:36.571633,2.73910,2.780,2.887,0.346,0,2.000,0,,
11:56:36.588388,2.73969,2.780,2.887,0.346,0,2.000,0,,
11:56:36.607041,2.74008,2.780,2.887,0.346,0,2.000,0,,
11:56:36.626502,2.74047,2.780,2.887,0.346,0,2.000,0,,
11:56:36.643272,2.74087,2.780,2.887,0.346,0,2.000,0,,
11:56:36.660024,2.74126,2.780,2.887,0.346,0,2.000,0,,
11:56:36.681259,2.74165,2.780,2.887,0.346,0,2.000,0,,
11:56:36.701366,2.74244,2.780,2.887,0.346,0,2.000,0,,
11:56:36.718246,2.74263,2.780,2.887,0.346,0,2.000,0,,
11:56:36.735028,2.74303,2.780,2.887,0.346,0,2.000,0,,
11:56:36.758651,2.74342,2.780,2.887,0.346,0,2.000,0,,
11:56:36.775817,2.74381,2.780,2.887,0.346,0,2.000,0,,
11:56:36.792639,2.74420,2.780,2.887,0.346,0,2.000,0,,
11:56:36.809445,2.74459,2.780,2.887,0.346,0,2.000,0,,
11:56:36.826260,2.74499,2.780,2.887,0.346,0,2.000,0,,
11:56:36.846310,2.74538,2.780,2.887,0.346,0,2.000,0,,
11:56:36.868456,2.74577,2.780,2.887,0.346,0,2.000,0,,
11:56:36.885304,2.74656,2.780,2.887,0.346,0,2.000,0,,
11:56:36.902042,2.74675,2.780,2.887,0.346,0,2.000,0,,
11:56:36.919068,2.74695,2.780,2.887,0.346,0,2.000,0,,
11:56:36.942917,2.74734,2.780,2.887,0.346,0,2.000,0,,
11:56:36.959654,2.74754,2.780,2.887,0.346,0,2.000,0,,
11:56:36.979206,2.74793,2.780,2.887,0.346,0,2.000,0,,
11:56:36.996056,2.74832,2.780,2.887,0.346,0,2.000,0,,
11:56:37.013258,2.74871,2.748,2.887,0.346,0,2.000,0,USER_TA_RESET to 2.748,FALL
11:56:37.030246,2.74891,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.049246,2.74930,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.067097,2.74949,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.083807,2.74969,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.100788,2.74989,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.117541,2.75047,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.134346,2.75067,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.156593,2.75086,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.180366,2.75106,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.203226,2.75145,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.219984,2.75165,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.236706,2.75204,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.253442,2.75223,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.270408,2.75243,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.287269,2.75263,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.304276,2.75302,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.321022,2.75321,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.337792,2.75360,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.355929,2.75380,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.374023,2.75399,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.391719,2.75438,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.408638,2.75458,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.427484,2.75478,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.445851,2.75497,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.462758,2.75517,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.479525,2.75517,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.498778,2.75536,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.518957,2.75575,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.535908,2.75595,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.558263,2.75614,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.575738,2.75634,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.593873,2.75634,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.610589,2.75653,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.629480,2.75673,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.646448,2.75692,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.664079,2.75712,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.682401,2.75732,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.699213,2.75732,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.718591,2.75712,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.737300,2.75712,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.754662,2.75692,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.771389,2.75692,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.788513,2.75673,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.805658,2.75653,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.824016,2.75614,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.841587,2.75575,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.858486,2.75536,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.875951,2.75497,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.894841,2.75438,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.914925,2.75399,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.931688,2.75321,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.949985,2.75263,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.969642,2.75126,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:37.987674,2.75047,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:38.004410,2.74949,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:38.025168,2.74871,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:38.048365,2.74773,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:38.065100,2.74675,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:38.081843,2.74558,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:38.100151,2.74440,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:38.121257,2.74204,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:38.138349,2.74087,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:38.155091,2.73949,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:38.174213,2.73831,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:38.192438,2.73713,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:38.209424,2.73595,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:38.227014,2.73477,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:38.245280,2.73339,2.748,2.887,0.346,0,2.000,0,,FALL
11:56:38.263761,2.73221,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:38.280898,2.73083,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:38.298189,2.72945,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:38.315152,2.72807,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:38.331881,2.72669,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:38.348851,2.72511,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:38.365590,2.72333,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:38.386415,2.71621,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:38.405693,2.70947,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:38.423913,2.70012,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:38.440849,2.68994,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:38.462113,2.67993,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:38.482872,2.67068,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:38.500220,2.66201,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:38.516963,2.64744,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:38.535058,2.64074,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:38.557831,2.63402,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:38.576272,2.62769,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:38.593035,2.62176,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:38.611289,2.61684,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:38.632715,2.61233,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:38.649969,2.60863,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:38.666746,2.60595,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:38.688352,2.60204,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:38.705978,2.60018,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:38.724299,2.59832,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:38.747232,2.59688,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:38.764010,2.59605,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:38.785055,2.59481,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:38.809348,2.59440,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:38.827230,2.59419,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:38.844085,2.59399,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:38.860930,2.59378,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:38.886524,2.59357,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:38.903638,2.59337,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:38.920409,2.59337,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:38.940912,2.59357,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:38.971307,2.59440,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:38.988860,2.59481,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:39.005598,2.59523,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:39.028480,2.59585,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:39.046494,2.59626,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:39.064554,2.59688,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:39.081286,2.59729,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:39.100321,2.59791,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:39.117321,2.60142,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:39.134098,2.60533,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:39.156335,2.61150,2.748,2.887,0.346,0,2.000,0,,BLOWDOWN
11:56:39.174370,2.62012,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.195462,2.63136,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.212487,2.64561,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.230689,2.66403,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.247455,2.68353,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.266791,2.69992,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.290131,2.72017,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.310611,2.72491,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.330230,2.72708,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.347220,2.72787,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.363992,2.72748,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.381021,2.72649,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.398264,2.72531,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.415019,2.72412,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.432099,2.72294,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.449846,2.72175,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.466993,2.72037,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.483752,2.71938,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.500871,2.71839,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.519054,2.71641,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.537478,2.71542,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.554210,2.71443,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.571380,2.71363,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.588304,2.71264,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.606404,2.71165,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.624215,2.71086,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.643090,2.71026,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.661557,2.70966,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.678523,2.70927,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.695731,2.70867,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.712445,2.70827,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.729417,2.70788,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.747952,2.70748,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.764888,2.70748,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.782257,2.70748,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.799537,2.70748,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.816345,2.70748,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.833695,2.70748,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.858286,2.70748,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.875018,2.70748,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.892592,2.70748,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.912793,2.70748,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
11:56:39.932431,2.70748,2.748,2.887,0.346,0,2.000,0,,SHORT FALL
